Ticker,Name,Exchange,categoryName,categoryNr
NWFAF,New Focus Auto Tech Holdings Ltd,PNK,None,0
QVQP3B.SA,524 PARTICIPON      MB,SAO,None,0
8213.HK,Epicurean and Company Limited,HKG,Technical & System Software,822
TSGTY,Tsingtao Brewery Company Limited,PNK,None,0
TLSRP,TELOS CORP 12%PFD,PNK,None,0
ZMD.V,Zoommed Inc.,VAN,Healthcare Information Services,825
XRX.SW,XEROX CORP,EBS,None,0
WTXR,"West Texas Resources, Inc.",PNK,Independent Oil & Gas,121
BADFF,Badger Daylighting Ltd.,PNK,None,0
AKG.TO,Asanko Gold Inc.,TOR,Gold,134
ABBY,Abby Inc.,PNK,None,0
GA03.QA,QA CB Gov Bond 2.75 Jun16,DOH,None,0
CGEA.DE,Alcatel-Lucent,GER,Communication Equipment,841
CEMTY,"UniÃ³n Andina de Cementos S.A.A.
",PNK,None,0
BS2.SG,BEBE STORES ,STU,None,0
0215.HK,Hutchison Telecommunications Hong Kong Holdings Ltd.,HKG,Wireless Communications,840
AITG,"Air Transport Group Holdings, Inc.",PNK,None,0
UHO.V,United Hunter Oil & Gas Corp.,VAN,Independent Oil & Gas,121
MHID.L,Mahindra & Mahindra Limited,IOB,Auto Manufacturers - Major,330
VNGRF,Vangold Resources Ltd.,PNK,None,0
KTYB,Kentucky Bancshares Inc.,PNK,Regional - Northeast Banks,411
720849.TWO,JIH SUN SECURITIES C/W 24/03/16,TWO,None,0
NRN.BE,XCEL ENERGY ,BER,Electric Utilities,911
ABQK.QA,Ahli Bank Q.S.C.,DOH,None,0
720417.TWO,JIH SUN SECURITIES C/W 21/03/16,TWO,None,0
718512.TWO,YUANTA SECURITIES C/W 21/10/15(,TWO,None,0
LRAXF,Lara Exploration Ltd.,PNK,None,0
7PW.MU,PACIFIC WILDCAT,MUN,None,0
OHLMEX.MX,OHL MEXICO,MEX,None,0
WDR.AX,WST DESERT FPO,ASX,None,0
GRPEF,Graphene NanoChem plc,PNK,None,0
DML.TO,Denison Mines Corp.,TOR,Industrial Metals & Minerals,133
DPWA.DE,Deutsche Post AG,GER,Air Delivery & Freight Services,773
VIVIDHA-BE.NS,VISAGAR POLYTEX INR1,NSI,None,0
UZA,United States Cellular Corporation,NYQ,None,0
UZB,United States Cellular Corporation,NYQ,None,0
GOV410.NZ,GOV 15/04/23 5.50% - New Zealan,NZE,None,0
SSBI,Summit State Bank,NGM,Regional - Pacific Banks,416
PCHM,"PharmChem, Inc.",PNK,None,0
PLAY,"Dave & Buster's Entertainment, Inc.",NMS,None,0
PLAB,Photronics Inc.,NMS,Semiconductor Equipment & Materials,834
SSLTY,Santos Limited,PNK,None,0
JAUGD,None,PNK,None,0
JAUGF,Jet Gold Corp.,PNK,None,0
MFI.TO,Maple Leaf Foods Inc.,TOR,Food - Major Diversified,340
AIMC,Altra Industrial Motion Corp.,NMS,Industrial Electrical Equipment,627
W1J.BE,SATS,BER,"Air Services, Other",772
WTL.L,WATERLOGIC -NPV-,LSE,None,0
NSX.V,NSGold Corporation,VAN,Gold,134
ECN.MX,ECOPETROL SA SP ADR,MEX,None,0
WRL.OL,Wentworth Resources Limited,OSL,Independent Oil & Gas,121
UMDI,USmart Mobile Device Inc.,PNK,None,0
USRC,Unisource Corporate Corporation,PNK,None,0
JMD.F,JAPAN MDM,FRA,None,0
KIRLPNU.BO,Kirloskar Pneumatic Company Ltd,BSE,Diversified Machinery,622
YUE1.MU,YUE YUEN INDUSTRIAL,MUN,Textile - Apparel Footwear & Accessories,321
USRI,"USA Recycling Industries, Inc.",PNK,None,0
1157-OL.HK,ZOOMLION,HKG,None,0
JINDHOT.BO,Jindal Hotels Ltd,BSE,Lodging,710
EBC1V.HE,Bittium Oyj,HEL,None,0
IPGDF,INDEPENDENCE GOLD NL,PNK,None,0
KIBO.L,Kibo Mining Plc,LSE,Gold,134
DHXM,DHX Media Ltd.,NMS,None,0
XPO,"XPO Logistics, Inc.",NYQ,Air Delivery & Freight Services,773
5315.TWO,UTD RADIANT TECHNO TWD10,TWO,None,0
XPL,Solitario Exploration & Royalty Corp.,ASE,Gold,134
GLJ.DE,GrenkeLeasing AG,GER,Asset Management,422
YCA4O.BA,None,BUE,None,0
OVC2.L,Octopus VCT 2 Ord,LSE,None,0
MLNK,"ModusLink Global Solutions, Inc.",NMS,Air Delivery & Freight Services,773
APC.DE,Apple Inc.,GER,Electronic Equipment,314
0ZS.MU,ZS PHARMA,MUN,None,0
HKAEY,Hong Kong Aircraft Engineering Company Limited,PNK,None,0
V94.F,MABUCHI MOTOR,FRA,Auto Parts,333
ZIM.SG,ZIMMER BIOMET HLDGS,STU,Medical Appliances & Equipment,521
UGP,Ultrapar Holdings Inc.,NYQ,Oil & Gas Refining & Marketing,122
FRIVF,Fortune Real Estate Investment Trust,PNK,None,0
RHM.DE,Rheinmetall AG,GER,Diversified Machinery,622
FIE.SW,FIELMANN,EBS,None,0
BMTR.JK,Global Mediacom Tbk.,JKT,None,0
BEN,"Franklin Resources, Inc.",NYQ,Asset Management,422
BEL,Belmond Ltd.,NYQ,Lodging,710
BEE,"Strategic Hotels & Resorts, Inc.",NYQ,REIT - Hotel/Motel,443
2178.HK,Petro-king Oilfield Services Limited,HKG,None,0
VEND,"Fresh Healthy Vending International, Inc.",OBB,Advertising Agencies,720
IDL.PA,ID Logistics Group SA,PAR,Business Services,760
B1N.SI,Delong Holdings Limited,SES,Steel & Iron,130
SDP.L,Schroder Investment Trust - Schroder AsiaPacific Fund plc,LSE,Asset Management,422
BEP,Brookfield Renewable Energy Partners LP,NYQ,Diversified Utilities,913
08IA.MU,IDREAMSKY SP ADS-A,MUN,None,0
GHDX,Genomic Health Inc.,NMS,Medical Laboratories & Research,525
SPXSF,Spirax-Sarco Engineering plc,PNK,None,0
GHDS,Greater Hudson Bank (NY),PNK,None,0
GHDC,Goldland Holdings Co.,OBB,Gold,134
ETG.DE,EnviTec Biogas AG,GER,Diversified Utilities,913
OLCLY,"Oriental Land Co., Ltd.",PNK,None,0
PPNT,Pinpoint Recovery Solutions Corp.,PNK,None,0
AOSDF,Alberta Oilsands Inc.,PNK,None,0
NSLP,New Source Energy Partners L.P.,PNK,Independent Oil & Gas,121
DYAX,Dyax Corp.,NGM,Biotechnology,515
NOK,Nokia Corporation,NYQ,Communication Equipment,841
LLY.BA,Eli Lilly and Company,BUE,Biotechnology,515
NOG,"Northern Oil and Gas, Inc.",ASE,Oil & Gas Drilling & Exploration,123
NOA,North American Energy Partners Inc.,NYQ,Oil & Gas Equipment & Services,124
DYAP,None,PNK,None,0
NOC,Northrop Grumman Corporation,NYQ,Aerospace/Defense - Major Diversified,610
DYAI,"Dyadic International, Inc.",PNK,None,0
MRSZF,MARUSAN SECURITIES C,PNK,None,0
NOV,"National Oilwell Varco, Inc.",NYQ,Oil & Gas Equipment & Services,124
NOW,"ServiceNow, Inc.",NYQ,Information Technology Services,824
NSLM,National Silver Lead Mining Co.,PNK,None,0
NOR,Noranda Aluminum Holding Corp.,NYQ,Aluminum,132
13X.SG,XINYI SOLAR HLD,STU,None,0
ALF.L,ALTER LIQU FD USD,LSE,None,0
Y-U.TO,OLEARY US STRATEGIC YIELD ADV F,TOR,None,0
KPC.AX,Kazakhstan Potash Corporation Limited,ASX,None,0
BWXT,"BWX Technologies, Inc.",NYQ,Aerospace/Defense Products & Services,611
CRK.TO,Crocodile Gold Corp.,TOR,None,0
EUYNF,Eu Yan Sang International Ltd,PNK,None,0
WHA.DU,WHARF (HLDGS),DUS,Property Management,448
YAMCF,Yamaha Corporation,PNK,None,0
QSMG,Quest Management Inc.,OBB,None,0
BFAM,"Bright Horizons Family Solutions, Inc.",NYQ,Personal Services,762
DIVC,C-Tracks ETN Miller/Howard Strt Div Rinv,PCX,None,0
089030.KQ,"TechWing, Inc.",KOE,None,0
SHWK.DE,SHS VIVEON AG,GER,Information Technology Services,824
PEP.DE,"Pepsico, Inc.",GER,Beverages - Soft Drinks,348
9679.KL,WCT Holdings Berhad,KLS,None,0
QMDT,Quick-Med Technologies Inc.,PNK,Biotechnology,515
PTHIY,PT HOLCIM INDON ADR,PNK,None,0
OTMN,OT Mining Corp.,PNK,None,0
8176.TWO,Z-COM INC TWD10,TWO,None,0
HQGE,HQ Global Education Inc.,PNK,None,0
DPW,Digital Power Corp.,ASE,Diversified Electronics,836
DPS,"Dr Pepper Snapple Group, Inc.",NYQ,Beverages - Soft Drinks,348
0919.HK,Modern Beauty Salon Holdings Limited,HKG,Personal Products,323
FLRAF,Essentra plc,PNK,None,0
IMII,Inception Mining Inc.,OBB,Gold,134
DPZ,"Domino's Pizza, Inc.",NYQ,Restaurants,712
DPG,Duff & Phelps Global Utility Income Fund Inc.,NYQ,None,0
THGA,"The Hanover Insurance Group, Inc.",NYQ,None,0
HDRAR,Hydra Industries Acquisition Co,NCM,None,0
DPM,DCP Midstream Partners LP,NYQ,Oil & Gas Pipelines,125
AISCD,None,PNK,None,0
DTS.V,DraftTeam Daily Fantasy Sports Corp.,VAN,None,0
AISCF,Kerr Mines Inc.,PNK,None,0
N76.DU,NIPPON SODA,DUS,Chemicals - Major Diversified,110
X9CN.F,EXCALIBUR RES,FRA,Industrial Metals & Minerals,133
CNTF,China Techfaith Wireless Communication Technology Limited,NMS,Networking & Communication Devices,814
RTMAF,Reitmans Canada Ltd.,PNK,None,0
TAC.V,Tasca Resources Ltd.,VAN,Diversified Utilities,913
KCC.V,Kincora Copper Limited,VAN,None,0
LILY34.SA,Eli Lilly and Company,SAO,None,0
139130.KS,"DGB Financial Group Co., Ltd.",KSC,None,0
WIR-U.TO,WPT INDUSTRIAL REIT USD,TOR,None,0
MILESTONE.BO,Milestone Global Ltd,BSE,"Recreational Goods, Other",317
J11.SI,Jacks International Limited,SES,Drug Delivery,513
YX3F.EX,YOOX NETAPORT,EUX,None,0
CNTY,Century Casinos Inc.,NCM,Resorts & Casinos,711
PNY,Piedmont Natural Gas Co. Inc.,NYQ,Gas Utilities,912
PNX,The Phoenix Companies Inc.,NYQ,Life Insurance,430
AFZ.MU,AFRICA OIL,MUN,None,0
R2:JBDU4S.SA,INDS J B DUARTE SA,SAO,None,0
PNR,Pentair plc,NYQ,Industrial Equipment & Components,621
JRIC.L,Japan Residential Investment Co. Ltd.,LSE,Property Management,448
IQ3.DU,GMO INTERNET,DUS,Wireless Communications,840
PNI,PIMCO New York Municipal Income Fund II,NYQ,Closed-End Fund - Debt,425
PNK,Pinnacle Entertainment Inc.,NYQ,Resorts & Casinos,711
MRLN,Marlin Business Services Corp.,NMS,Mortgage Investment,447
PNM,"PNM Resources, Inc.",NYQ,Diversified Utilities,913
GNE.PA,General Electric Company,PAR,Diversified Machinery,622
TMT.L,TMT Investments PLC,LSE,Asset Management,422
PNC,"The PNC Financial Services Group, Inc.",NYQ,Money Center Banks,410
8122-OL.HK,THELLOY DEV,HKG,None,0
PNF,PIMCO New York Municipal Income Fund,NYQ,Closed-End Fund - Debt,425
RUIS.JK,Radiant Utama Interinsco Tbk.,JKT,None,0
HAMT,J.L. Hammett Company,PNK,None,0
HAMP,"Hampshire Group, Limited",PNK,None,0
TRUP,"Trupanion, Inc.",NYQ,Accident & Health Insurance,431
CBOE,"CBOE Holdings, Inc.",NMS,Diversified Investments,423
TRUU,"True Drinks Holdings, Inc.",PNK,None,0
HIK.MU,HIKARI TSUSHIN,MUN,Wireless Communications,840
720649.TWO,YUANTA SECURITIES C/W 14/03/16(,TWO,None,0
TRUE,"TrueCar, Inc.",NMS,Internet Service Providers,850
CNQ.TO,Canadian Natural Resources Limited,TOR,Independent Oil & Gas,121
WEK.F,ZIOPHARM ONCOLOGY,FRA,Biotechnology,515
GFF.BE,GRIFFON,BER,None,0
WTFPP,WINTRUST FINANCIAL,PNK,None,0
CHFN,Charter Financial Corporation,NCM,Regional - Mid-Atlantic Banks,412
CHFC,Chemical Financial Corporation,NMS,Regional - Midwest Banks,414
PGP.PA,The Procter & Gamble Company,PAR,Personal Products,323
MRO,Marathon Oil Corporation,NYQ,Independent Oil & Gas,121
MRK,Merck & Co. Inc.,NYQ,Drug Manufacturers - Major,510
MRD,Memorial Resource Development Corp.,NMS,Oil & Gas Drilling & Exploration,123
ITMSF,Intermap Technologies Corp.,PNK,None,0
TOR1.SG,TORAY IND INC,STU,Textile Industrial,628
MRC,MRC Global Inc.,NYQ,Oil & Gas Equipment & Services,124
GNK.L,Greene King plc,LSE,Restaurants,712
APP,"American Apparel, Inc.",ASE,None,0
APT,Alpha Pro Tech Ltd.,ASE,General Building Materials,634
APU,AmeriGas Partners LP,NYQ,Gas Utilities,912
APH,Amphenol Corporation,NYQ,Diversified Electronics,836
API,Advanced Photonix Inc.,ASE,None,0
APO,"Apollo Global Management, LLC",NYQ,Diversified Investments,423
APB,"The Asia Pacific Fund, Inc.",NYQ,Closed-End Fund - Foreign,427
BEKB.BR,NV Bekaert SA,BRU,Metal Fabrication,626
APA,Apache Corp.,NYQ,Independent Oil & Gas,121
APF,Morgan Stanley Asia-Pacific Fund Inc.,NYQ,Closed-End Fund - Foreign,427
DFPIF,DPF INDIA OPPORTN FD,PNK,None,0
APD,Air Products & Chemicals Inc.,NYQ,Chemicals - Major Diversified,110
SSP.V,Sandspring Resources Ltd.,VAN,Gold,134
TLS.AX,Telstra Corporation Limited,ASX,Wireless Communications,840
KSSH,Kingfish Holding Corporation,PNK,None,0
3633.HK,Zhongyu Gas Holdings Ltd.,HKG,None,0
CQUTF,Canadian Quantum Energy Corp.,PNK,None,0
TTO-H.V,ATORO CAPITAL CORP,VAN,None,0
SCL.L,Schlumberger Limited,LSE,Oil & Gas Equipment & Services,124
ADNC,"Audience, Inc.",NMS,None,0
CPQQ,"China Power Equipment, Inc.",PNK,None,0
HZM.TO,Horizonte Minerals Plc,TOR,Industrial Metals & Minerals,133
UCTT,Ultra Clean Holdings Inc.,NMS,Semiconductor - Specialized,832
TARSF,Alianza Minerals Ltd.,PNK,None,0
ELUXY,Electrolux AB,PNK,None,0
ZEF.SG,ZHONGDE WASTE TECH,STU,Waste Management,637
ZCP.F,ZAVARCO ,FRA,None,0
TXRX4.SA,Renauxview SA,SAO,None,0
DGIX,Dyna Group International Inc.,PNK,None,0
T41.BE,TOBU RAILWAY,BER,Railroads,776
9717@BN.KL,SYCAL VENTURES BHD,KLS,None,0
NESM.BE,NESTLE SP ADR,BER,Food - Major Diversified,340
WINYCOMM.BO,WINY COMMERCIAL AND FISCAL SER,BSE,None,0
VID.MC,VIDRALA,MCE,None,0
VALEF,VALE S.A.,PNK,None,0
IVDN,Innovative Designs Inc.,PNK,Textile Industrial,628
UVFT,"UV Flu Technologies, Inc.",PNK,Pollution & Treatment Controls,623
UIFC,Uniti Financial Corp.,PNK,Regional - Pacific Banks,416
2501.TW,"Cathay Real Estate Development Co.,Ltd.",TAI,Real Estate Development,449
FPVD,Force Protection Video Equipment Corp.,PNK,None,0
EOT.HM,DISH NETWORK-A,HAM,None,0
X27.SI,Shanghai Turbo Enterprises Ltd.,SES,Diversified Machinery,622
SIN.SW,SIEMENS N,EBS,None,0
LXMO,Lexington B & L Financial Corp.,PNK,None,0
VFP.BE,VF,BER,Textile - Apparel Clothing,320
1136.HK,TCC International Holdings Ltd.,HKG,General Building Materials,634
EXN.BE,XINREN ALUMINUM,BER,None,0
FMAO,Farmers and Merchants Bancorp Inc.,OBB,Regional - Midwest Banks,414
NCA2.L,New Century AIM VCT 2 PLC,LSE,Asset Management,422
RMGN,RMG Networks Holding Corporation,NGM,Business Services,760
0SG.BE,SIBANYE GOLD ,BER,None,0
NHLD,National Holdings Corporation,OBB,Investment Brokerage - Regional,421
ZEN.V,Zenyatta Ventures Ltd,VAN,Industrial Metals & Minerals,133
RMGX,"Dpollution International, Inc.",PNK,None,0
CRIH.HA,UNICREDIT,HAN,Money Center Banks,410
036500.KQ,"SS Comtech Co., Ltd.",KOE,None,0
MMX.V,MacMillan Minerals Inc.,VAN,Industrial Metals & Minerals,133
VESTA.MX,VESTA,MEX,None,0
ZICOM.BO,Zicom Electronic Security Systems Limited,BSE,Security & Protection Services,765
AKSGY.IS,Akis Gayrimenkul Yatirim Ortakligi Anonim Sirketi,IST,None,0
MMX.L,Minds + Machines Group Limited,LSE,None,0
CLI,Mack-Cali Realty Corp.,NYQ,REIT - Office,441
HOTRW,"Chanticleer Holdings, Inc.",NCM,None,0
AOTUF,Precinct Properties New Zealand Limited,PNK,None,0
SBDG,"Small Business Development Group, Inc.",PNK,None,0
V3V.BE,VITA 34 N,BER,Biotechnology,515
194480.KQ,DEVSISTERS Corp.,KOE,None,0
KATHI.AT,Kathimerini Publishing SA,ATH,Publishing - Newspapers,727
EGRAY,Energy Resources of Australia Ltd.,PNK,None,0
EVS.BR,EVS Broadcast Equipment S.A.,BRU,Communication Equipment,841
6MG.F,MEGMILK SNOW BRAND,FRA,Food - Major Diversified,340
XNNH,"Xenonics Holdings, Inc.",PNK,Security & Protection Services,765
AMTG-PA,"Apollo Residential Mortgage, In",NYQ,None,0
JGCI.L,JPM GL CON IN GBP,LSE,None,0
EGRAF,Energy Resources of Australia Ltd.,PNK,None,0
PBX.V,Chilean Metals Inc.,VAN,Industrial Metals & Minerals,133
IPOAF,Industrias Penoles S.A.B. DE CV,PNK,None,0
CLW,Clearwater Paper Corporation,NYQ,Paper & Paper Products,324
TYS.BE,TOKYO SEIMITSU,BER,None,0
AGTK,"Agritek Holdings, Inc.",PNK,None,0
SUQU,"SureQuest Systems, Inc.",PNK,None,0
LESAF,Le Saunda Holdings Limited,PNK,None,0
GEA.PA,Grenobloise d'Electronique et d'Automatismes SA,PAR,Business Equipment,313
BRDT,BreedIT Corp.,PNK,None,0
ACAVF,Ace Aviation Holdings Inc.,PNK,None,0
BRDR,"Borderfree, Inc.",NMS,None,0
YTT.DU,YAMATO HOLDINGS,DUS,Trucking,774
PDN.AX,Paladin Energy Ltd,ASX,Industrial Metals & Minerals,133
PAWEF,Pacific North West Capital Corp.,PNK,None,0
GRBMF,"Grupo Bimbo, S.A.B. de C.V.",PNK,None,0
WDL.DE,windeln.de AG,GER,None,0
BLQN,Balqon Corporation,PNK,Trucks & Other Vehicles,331
DTL.AX,Data#3 Ltd.,ASX,Information Technology Services,824
FMER-PA,FirstMerit Corporation Deposita,NYQ,None,0
VISIONCO.BO,Vision Corporation Ltd.,BSE,Entertainment - Diversified,722
SENZ,"Sport Endurance, Inc.",PNK,Beverages - Soft Drinks,348
SENY,"Sauer Energy, Inc.",PNK,None,0
NETTLINX.BO,Nettlinx Ltd,BSE,Wireless Communications,840
SENR,"Strategic Environmental & Energy Resources, Inc.",PNK,None,0
INT,World Fuel Services Corp.,NYQ,Oil & Gas Refining & Marketing,122
HOGGF,HOGG ROBINSON GRP,PNK,None,0
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",NYQ,None,0
DMD,"Demand Media, Inc.",NYQ,Internet Software & Services,852
DMF,"Dreyfus Municipal Income, Inc.",ASE,Asset Management,422
EADSF,Airbus Group SE,PNK,None,0
YTR.F,AURELIA METALS,FRA,Industrial Metals & Minerals,133
DMO,Western Asset Mortgage Defined ,NYQ,None,0
EADSY,Airbus Group SE,PNK,None,0
BSBR,Banco Santander (Brasil) S.A.,NYQ,Foreign Regional Banks,418
OPOF,Old Point Financial Corporation,NCM,Regional - Mid-Atlantic Banks,412
KBC.L,KBC Advanced Technologies plc,LSE,Oil & Gas Equipment & Services,124
NIKKIGL.BO,Nikki Global Finance Limited,BSE,Credit Services,424
VUI.V,Virginia Energy Resources Inc.,VAN,Industrial Metals & Minerals,133
MDRN.JK,Modern Internasional Tbk.,JKT,None,0
NGSX,"NeurogesX, Inc.",PNK,Drug Manufacturers - Other,511
NI3.F,NICHIREI,FRA,Food - Major Diversified,340
PSO,Pearson plc,NYQ,Publishing - Books,729
KHNZ.DU,THE KRAFT HEINZ,DUS,None,0
PSB,PS Business Parks Inc.,NYQ,REIT - Diversified,440
PSA,Public Storage,NYQ,REIT - Industrial,444
PSF,Cohen & Steers Select Preferred,NYQ,None,0
PSG,Performance Sports Group Ltd.,NYQ,None,0
ESYS,Elecsys Corporation,NCM,None,0
PSX,Phillips 66,NYQ,Oil & Gas Refining & Marketing,122
GABC,German American Bancorp Inc.,NMS,Regional - Midwest Banks,414
SMDID,None,PNK,None,0
086721.TW,YUANTA SECURITIES CO.LTD C/W 07,TAI,None,0
TRNO,Terreno Realty Corp.,NYQ,REIT - Industrial,444
TRNX,Wright Medical Group N.V.,NMS,None,0
TRNS,Transcat Inc.,NGM,Scientific & Technical Instruments,837
WRW.BE,SIERRA WIRELESS,BER,Communication Equipment,841
LUK.DE,Public Joint Stock Company Oil Company LUKOIL,GER,Major Integrated Oil & Gas,120
MMM.MX,3M Company,MEX,Diversified Machinery,622
6122.TWO,KING POLYTECHNIC E TWD10,TWO,None,0
CQQ.F,CDN OIL SANDS,FRA,None,0
FQM.L,First Quantum Minerals Ltd.,LSE,Industrial Metals & Minerals,133
OSGB,Overseas Shipholding Group Inc.,ASE,Shipping,775
ZYA.DU,STATE STREET,DUS,Asset Management,422
EDRWY,"Electric Power Development Co., Ltd.",PNK,None,0
720842.TWO,YUANTA SECURITIES C/W 24/03/16(,TWO,None,0
EIPC,Enable IPC Corporation,PNK,None,0
TXX.V,Tirex Resources Ltd.,VAN,Industrial Metals & Minerals,133
036030.KQ,"KTHitel Co., Ltd.",KOE,None,0
MKTAY,Makita Corporation,PNK,None,0
AKKU.JK,Alam Karya Unggul Tbk.,JKT,None,0
RALS.JK,Ramayana Lestari Sentosa Tbk.,JKT,None,0
KOTAKPSUB.NS,KOTAK MAHINDRA ASS KOTAK PSU BA,NSI,None,0
HMSP.JK,H.M. Sampoerna Tbk.,JKT,None,0
FHN,First Horizon National Corporation,NYQ,Regional - Southeast Banks,413
JEH.BE,GENOWAY,BER,Biotechnology,515
FHK,First Trust Hong Kong AlphaDEX ETF,NGM,None,0
EXSR,"Exchange Bank (Santa Rosa, CA)",PNK,Regional - Pacific Banks,416
ADUS,Addus HomeCare Corporation,NMS,Home Health Care,526
HDD.DE,Heidelberger Druckmaschinen Aktiengesellschaft,GER,Diversified Machinery,622
03038X.TW,YUANTA SECURITIES C/W 02/12/15(,TAI,None,0
UNIQ.BK,Unique Engineering And Construction Public Company Limited,SET,None,0
BANCU,BANC OF CALIFORNIA,PNK,None,0
KRGYO.IS,Körfez Gayrimenkul Yatirim Ortakligi A.S.,IST,None,0
DRTY.L,DARTY,LSE,None,0
BANCL,None,NMS,None,0
ATNAF,ATNA Resources Ltd.,PNK,None,0
MSB.AX,Mesoblast Limited,ASX,Biotechnology,515
ZBB.A,None,ASE,None,0
T2K1.SG,Transportadora de Gas Del Sur S.A.,STU,None,0
STTP.JK,Siantar Top Tbk.,JKT,None,0
DBV.V,Doubleview Capital Corp.,VAN,Industrial Metals & Minerals,133
RJF,"Raymond James Financial, Inc.",NYQ,Investment Brokerage - Regional,421
RJD,"Raymond James Financial, Inc.",NYQ,None,0
MBU.MU,BUENAVENTURA SP.ADR,MUN,Industrial Metals & Minerals,133
GEOS,Geospace Technologies Corporation,NMS,Oil & Gas Equipment & Services,124
087645.TW,JIH SUN SECURITIES C/W 27/07/15,TAI,None,0
EQ2.BE,EQSTRA HOLDINGS,BER,None,0
CONX,Corgenix Medical Corp.,PNK,None,0
ABGB,Abengoa SA,NMS,None,0
0043.HK,C.P. Pokphand Co. Ltd.,HKG,Conglomerates,210
CCAP.L,Charlemagne Capital Limited,LSE,Asset Management,422
CONE,Cyrusone Inc.,NMS,REIT - Diversified,440
CONN,Conns Inc.,NMS,Electronics Stores,735
VBF,Invesco Bond Fund,NYQ,Closed-End Fund - Debt,425
SAIJEEV.BO,SAI JEEVADHARA FINANCE LIMITED,BSE,None,0
GAS.MC,GAS NATURAL SDG,MCE,None,0
KSC.AX,K & S Corporation Limited,ASX,Air Delivery & Freight Services,773
WEBK,"Wellesley Bancorp, Inc.",NCM,Regional - Northeast Banks,411
BTHRD,None,PNK,None,0
SHYMF,SHEFA YAMIN,PNK,None,0
CORA.AS,CORIO,AMS,None,0
KISB,"Kish Bancorp, Inc.",PNK,None,0
WMTF.EX,WAL-MART STORES,EUX,None,0
VCR.F,VERESEN ,FRA,None,0
HEOP,Heritage Oaks Bancorp,NCM,Money Center Banks,410
QIA.V,The Tinley Beverage Company Inc.,VAN,None,0
CXP,"Columbia Property Trust, Inc.",NYQ,REIT - Office,441
CHDRAUIB.MX,"Grupo Comercial Chedraui, S.A.B. DE C.V.",MEX,Grocery Stores,734
CXW,Corrections Corporation of America,NYQ,REIT - Diversified,440
M8U1.DE,"Hanwha Q CELLS Co., Ltd.",GER,None,0
CXE,MFS High Income Municipal Trust,NYQ,Closed-End Fund - Debt,425
CXH,MFS Investment Grade Municipal Trust,NYQ,Closed-End Fund - Debt,425
CXO,"Concho Resources, Inc.",NYQ,Oil & Gas Drilling & Exploration,123
NHNKY,Nihon Kohden Corp.,PNK,None,0
DHKCF,Global Strategic Group Limited,PNK,None,0
OC,Owens Corning,NYQ,General Building Materials,634
MOPHY,Monadelphous Group Limited,PNK,None,0
AAON,AAON Inc.,NMS,General Building Materials,634
4677.KL,YTL Corporation Berhad,KLS,None,0
NTRR,Neutra Corp.,PNK,None,0
AAOI,"Applied Optoelectronics, Inc.",NGM,Semiconductor - Integrated Circuits,833
NHNKF,NIHON KOHDEN  ORD,PNK,None,0
FBI.V,Franchise Bancorp Inc.,VAN,"Specialty Retail, Other",745
ORE.AX,Orocobre Limited,ASX,Copper,131
HHFA.DE,Hamburger Hafen und Logistik AG,GER,Shipping,775
FORU.JK,Fortune Indonesia Tbk,JKT,None,0
GVGDF,Grandview Gold Inc.,PNK,None,0
XBOV.SA,CAIXAETFXBOV,SAO,None,0
APCFF,Atlas Pearls and Perfumes Ltd,PNK,None,0
WSSH,West Shore Bank Corp.,PNK,None,0
XGH.BE,ENN ENERGY HLD,BER,None,0
YINGY,Yingde Gases Group Co Ltd.,PNK,None,0
DRCSF,DAIRY CREST GROUP OR,PNK,None,0
KPR.AX,KUPANG RES FPO,ASX,None,0
721054.TWO,YUANTA SECURITIES C/W 07/04/16(,TWO,None,0
KMK.SG,KINGMAKER,STU,None,0
FDR.PA,Fonciere des Regions,PAR,REIT - Diversified,440
SCM.HM,SCHUMAG,HAM,None,0
AQXP,Aquinox Pharmaceuticals Inc.,NGM,Drugs - Generic,512
PSID,PositiveID Corporation,PNK,Medical Laboratories & Research,525
UUU-DBA.TO,URANIUM ONE 7.5 PCT CONV DEBENT,TOR,None,0
GWSVP,GLACIER WTR TR9.0625,PNK,None,0
PLKD,"Pleasant Kids, Inc.",PNK,None,0
VISTIN-T.OL,WEIFA RTS15,OSL,None,0
PPAAY,PT Perusahaan Gas Negara (Persero) TBK,PNK,None,0
PSIX,"Power Solutions International, Inc.",NCM,Diversified Machinery,622
LLC.AX,Lend Lease Group,ASX,General Contractors,636
AMO.V,Altan Rio Minerals Limited,VAN,Industrial Metals & Minerals,133
DSFN,DSA Financial Corp.,OBB,Regional - Midwest Banks,414
ZHJ.SG,ZJ EXPRESS -H-,STU,Heavy Construction,635
ISIS,"Isis Pharmaceuticals, Inc.",NMS,Drug Manufacturers - Other,511
O23.SI,OSIM International Ltd,SES,"Specialty Retail, Other",745
NCMI,"National CineMedia, Inc.",NMS,Marketing Services,721
ISIG,Insignia Systems Inc.,NCM,Marketing Services,721
3322.TWO,JOINSOON ELECTROIN TWD10,TWO,None,0
AGRO.ME,ROS AG GDR REG-S,MCX,None,0
ISIL,Intersil Corporation,NMS,Semiconductor - Broad Line,830
0DA.MU,DORIAN LPG,MUN,None,0
XPWR,XZERES Corp.,PNK,None,0
VACG.EX,VALLOUREC,EUX,None,0
